id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
29668658,PENTHOUSE EN  RECOLETA -2 DORMITORIOS- TODO SOL-,171779368,Marcelo,,Recoleta,-34.59051,-58.39503,Entire home/apt,6002,7,0,,,2,365
29670790,5★ Upscale 2 Bdr Parking Pool Gym @ BEST LOCATION,1493242,Sebastian,,Puerto Madero,-34.61011,-58.36266,Entire home/apt,4922,1,33,2020-01-13,2.26,8,0
29671942,Casa,223313755,Gabriel,,Constitucion,-34.62925,-58.38703,Private room,1020,1,0,,,1,365
29672712,Boutique apt in RECOLETA next to Plaza Francia!,41276547,Maria Elena,,Recoleta,-34.5899,-58.39015,Entire home/apt,2941,3,10,2019-05-11,0.67,1,365
29673567,Exclusive apartment in Belgrano,223325578,Rolando,,Belgrano,-34.56349,-58.4506,Entire home/apt,6002,4,25,2019-12-26,1.76,1,76
29675994,Habitación Individual,223344033,Laura,,Colegiales,-34.57417,-58.4577,Private room,720,10,0,,,1,0
29677059,Cozy brand new Studio in Palermo Soho,86367541,Roby,,Palermo,-34.58725,-58.42325,Entire home/apt,1861,4,30,2020-01-05,2.08,2,40
29677266,Departamento entero en Palermo Queens,5390683,Juan,,Villa Crespo,-34.59675,-58.43567,Entire home/apt,2701,3,3,2020-01-07,0.25,1,277
29678398,Imperdible departamento en Recoleta,20464923,Maria,,Recoleta,-34.59463,-58.39062,Entire home/apt,5402,2,11,2019-12-03,0.76,1,166
29678546,Amplio dúplex hasta 4 personas en el centro - 1112,199945120,Marianela,,Retiro,-34.59252,-58.37906,Private room,2941,1,4,2019-11-16,0.28,3,269
29679167,NEWLY REMODELED IN PALERMO SOHO (Vol. II),4211617,Martin,,Palermo,-34.58667,-58.42358,Entire home/apt,3361,2,57,2020-01-07,3.89,2,352
29680112,Cómodo Monoambiente frente a Distrito Arcos.,165455539,Maria Ines,,Palermo,-34.57855,-58.4291,Entire home/apt,2221,2,15,2019-12-15,1.02,2,180
29680637,Departamento en Almagro a pocas cuadras de Palermo,223376229,Nicolás,,Almagro,-34.60359,-58.43146,Entire home/apt,3901,2,75,2020-01-13,5.17,1,307
29680750,Apartment f/5 in Alto Palermo,1333525,Mar,,Recoleta,-34.59197,-58.40994,Entire home/apt,5342,2,37,2020-01-09,2.52,13,142
29680878,"Amplio monoambiento , con balcón en Palermo SOHO",49480723,Delia Concepcion,,Palermo,-34.58811,-58.43301,Entire home/apt,3601,1,6,2019-11-06,0.40,24,293
29681136,UNIQUE APARTMENT IN BEST OF PALERMO,49897456,Ezequiel,,Palermo,-34.57536,-58.42069,Entire home/apt,5342,6,1,2018-11-22,0.07,1,144
29681235,Beautifull house in typical PORTEÑO neighborhood.,83154688,Ary Benjamin,,Boedo,-34.62286,-58.42016,Entire home/apt,2341,2,39,2020-01-12,3.20,1,125
29682472,ENCANTADOR DEPRTAMENTO  EN PLAZA SAN MARTIN 2 pers,223388100,Estela,,Retiro,-34.59592,-58.37936,Entire home/apt,2101,5,9,2019-09-06,0.72,1,142
29683044,Sofa in 2 amb Sunny Apartment Midtown Buenos Aires,131493189,Gaby,,Retiro,-34.59748,-58.3763,Shared room,660,1,23,2019-12-14,1.88,3,58
29684121,Soler,76371693,Ignacio,,Palermo,-34.59167,-58.41643,Entire home/apt,1320,7,13,2019-12-19,0.87,3,0
29684267,PIEZA CON ILUMINACIONAMPLIA 3 x3  9 MTS CUADRADOS,223399434,Daniel,,Mataderos,-34.64682,-58.50208,Private room,720,3,0,,,1,90
29684421,Nice studio en Palermo Soho,203764378,Noemi,,Palermo,-34.58216,-58.42173,Entire home/apt,2101,2,19,2019-12-31,1.34,2,365
29685227,Petit Las Cañitas Stylish Studio- Premium location,223364864,Dani,,Palermo,-34.56685,-58.43556,Entire home/apt,4141,5,0,,,1,83
29685996,CASA FLORES,79320646,María,,Flores,-34.62348,-58.46198,Private room,420,1,0,,,1,0
29685997,Habitación y dos balcones en Villa Crespo,100194537,Cristina,,Villa Crespo,-34.59917,-58.43961,Private room,480,1,6,2019-07-31,0.42,1,0
29686129,Studio en Recoleta (2),24611504,Andrés,,Retiro,-34.59328,-58.38472,Entire home/apt,3301,2,23,2020-01-17,1.63,2,362
29686693,HABITACION Privada en Palermo,47737680,Belen,,Recoleta,-34.59183,-58.41202,Private room,1200,1,4,2019-03-05,0.27,2,297
29689355,casa luna,95780697,Litay,,Constitucion,-34.62561,-58.38673,Private room,480,1,0,,,1,0
29689811,Cómodo y cerca de todo!,33647873,Agustina,,Monserrat,-34.60888,-58.38444,Private room,780,1,25,2019-12-23,1.73,1,89
29690143,Habitación en barrio tranquilo y céntrico de Bs As,223275056,Ian,,Caballito,-34.62668,-58.42735,Private room,600,1,4,2019-06-25,0.38,2,365
29695815,Departamento en Belgrano  2 ambientes y terraza.,47737680,Belen,,Belgrano,-34.55537,-58.45544,Entire home/apt,1200,1,2,2019-09-22,0.22,2,59
29695821,Beautiful little house in Almagro/Caballito,41097444,Cecilia,,Almagro,-34.61532,-58.4275,Private room,660,3,10,2019-05-31,0.74,1,0
29697291,Casa Manuel,119749996,Lorena,,Saavedra,-34.55109,-58.48671,Private room,720,1,0,,,1,0
29697553,Loft en Belgrano super equipado,105223799,Omar,,Nuñez,-34.55077,-58.46133,Entire home/apt,8403,2,0,,,2,0
29700240,Nicole,77972320,Veronica,,Villa Crespo,-34.5983,-58.43383,Private room,780,1,5,2018-12-09,0.34,1,0
29700494,Monoambiente zona céntrica,150276442,Clara,,Monserrat,-34.61514,-58.39077,Entire home/apt,1380,2,42,2020-01-03,2.88,1,27
29700783,Refined flat located in the chicest Recoleta area,946208,Tutto,,Recoleta,-34.58775,-58.39081,Entire home/apt,9303,2,26,2020-01-07,1.84,1,44
29701251,Estudios Palermo  Botanico,203764378,Noemi,,Palermo,-34.58188,-58.42324,Entire home/apt,2281,2,1,2019-11-29,0.53,2,90
29701908,Excelent-located and stylish flat in Recoleta.,192248783,Rodrigo,,Retiro,-34.59506,-58.38525,Entire home/apt,2041,2,5,2019-04-06,0.35,1,89
29701971,Luxury Artist Villa / Premium Location with pool,61664172,Rafael,,Belgrano,-34.55518,-58.44106,Entire home/apt,48017,5,3,2020-01-03,0.20,1,90
29702721,TERRACE TO DIQUE 1 /ART/24hs SECURITY,222558873,Elena,,Puerto Madero,-34.6214,-58.36504,Entire home/apt,6602,4,17,2020-01-07,1.23,1,247
29702966,HOME SWEET HOME,9833229,Erika,,Monserrat,-34.61146,-58.38636,Private room,420,1,32,2019-12-19,2.21,1,0
29703350,"Bright, Quaint, Comfy Duplex in Palermo, w/parking",92474981,Natalia,,Palermo,-34.58251,-58.43336,Entire home/apt,2941,3,21,2020-01-12,2.74,1,218
29703907,UBICACION IDEAL . EXPERIMENTAR  PALERMO EN BS. AS.,173258320,Estela,,Palermo,-34.58239,-58.42515,Entire home/apt,1501,30,14,2019-05-21,0.97,1,88
29703965,Recoleta Studio,93124652,Lula,,Recoleta,-34.59076,-58.40759,Entire home/apt,960,3,9,2019-03-05,0.70,1,180
29705297,Ground Floor Apartment with Patio in Núñez.,154487104,Marcelo,,Nuñez,-34.55281,-58.46496,Entire home/apt,1501,3,11,2019-07-05,0.95,1,0
29706473,Lindo loft en La Boca. Cómodo y amplio.,118129647,Diego,,Boca,-34.62672,-58.36071,Entire home/apt,2161,2,1,2018-12-13,0.07,1,90
29707091,La tua Casa,75085861,Luciano Roy,,Balvanera,-34.60786,-58.40431,Private room,1080,1,4,2019-11-09,0.35,1,60
29708591,Departamento en Recoleta,223231242,Matias,,Recoleta,-34.59306,-58.40177,Entire home/apt,1080,2,48,2019-12-31,3.21,1,14
29708864,Habitación Cuádruple Con baño Privado,221873004,Urbano Hostal,,San Nicolas,-34.60453,-58.37769,Private room,3121,1,0,,,8,90
29723240,Cozy and beautiful apartment,12699822,Ernesto,,Saavedra,-34.54715,-58.47208,Entire home/apt,1561,2,18,2020-01-01,1.55,2,179
29727017,Suite Familiar con cochera!,193739109,Ruben,,Belgrano,-34.55729,-58.44156,Entire home/apt,3121,1,65,2020-01-12,4.44,6,338
29727883,BRAND NEW STUDIO I -FULLY EQUIPPED-  ABASTO AREA,223647287,Flavio,,Balvanera,-34.60381,-58.40851,Entire home/apt,2821,1,6,2020-01-14,0.42,8,365
29728376,Charming Roof Top Botanico,103250253,Eva,,Palermo,-34.58314,-58.41696,Entire home/apt,3601,3,1,2019-11-07,0.38,1,89
29731178,Departamento en Belgrano excelente ubicación,8182479,Geraldine,,Palermo,-34.56757,-58.44864,Entire home/apt,1981,3,4,2019-07-25,0.32,1,160
29732896,Modern and spacious apartment near the metro,59483565,Federico,,Parque Chacabuco,-34.63471,-58.43301,Entire home/apt,1140,5,11,2019-08-27,0.76,1,278
29733457,Charito Place,178069226,Agustin,,Recoleta,-34.59512,-58.40443,Entire home/apt,1380,7,1,2019-03-07,0.09,13,90
29734518,Apartamento de excelente ubicación en Palermo!!,170639739,Federico,,Villa Crespo,-34.59717,-58.42505,Entire home/apt,1200,2,3,2019-01-07,0.21,1,0
29735325,Depto en Buenos Aires bien ubicado a mts subte A,118424741,Natalia,,Flores,-34.62609,-58.45746,Entire home/apt,720,1,9,2019-07-12,0.61,1,179
29735534,"Precioso Dúplex Colonial San Telmo.  Único,mágico.",164345977,Felisa,,Monserrat,-34.61484,-58.37735,Private room,1080,2,27,2019-11-22,1.98,3,292
29736145,"Palermo Apartment, Fantastic Location! Las Cañitas",200437156,Julian,,Palermo,-34.56783,-58.43313,Entire home/apt,1741,5,4,2018-12-14,0.27,1,90
29736355,HABITACION EN CASA ANTIGUA EN EL CENTRO,188331263,Laura,,San Nicolas,-34.60466,-58.3824,Private room,420,4,1,2019-10-09,0.28,1,365
29736590,"LUX Palermo 1BED,rooftop pool,gym balcony w/ views",223699811,Trinidad,,Palermo,-34.57529,-58.42915,Entire home/apt,2761,1,33,2020-01-20,2.25,1,255
29737445,Dpto Feng Shui. Ideal para parejas,73100063,Romina,,Villa Pueyrredon,-34.59099,-58.49927,Entire home/apt,2221,6,1,2018-12-19,0.07,1,85
29737685,Habitacion We The People Palermo Hollywood,171354556,We The People,,Palermo,-34.57678,-58.436,Private room,1921,1,18,2020-01-18,2.67,15,161
29737708,Habitación Doble - Baño Compartido,221873004,Urbano Hostal,,San Nicolas,-34.60662,-58.37583,Private room,1561,1,3,2019-01-06,0.20,8,365
29738872,Hermosa habitación en Palermo,223727028,Marcos,,Palermo,-34.57901,-58.437,Private room,900,1,0,,,1,353
29738971,#Como en Casa,223703900,Criss,,Monserrat,-34.61145,-58.38875,Private room,1080,2,5,2019-12-08,0.34,1,180
29739120,Cozy Private Room in Suite Safe & Chic,15623275,Florencia,,Palermo,-34.57827,-58.41146,Private room,1200,2,14,2020-01-18,0.95,1,89
29739159,Hermoso Dpto. para dos en Palermo Hollywood,14537736,Lorena & Claudio,,Palermo,-34.57983,-58.43706,Entire home/apt,3601,2,37,2020-01-04,2.52,1,116
29739395,Buenos aires Multi-unit building near Palermo,161615224,Tomás,,Colegiales,-34.57947,-58.44851,Entire home/apt,660,2,5,2018-11-29,0.34,1,0
29741692,Juncal 2203,223747494,Juncal,,Recoleta,-34.59265,-58.39794,Entire home/apt,1020,1,3,2018-12-21,0.22,1,3
29750347,Wonderful Apartment in Palermo Chico  ⭐️⭐️⭐️⭐️⭐️,131236609,Camila,,Palermo,-34.58319,-58.41327,Entire home/apt,2101,2,59,2020-01-23,3.95,4,308
29750690,El mejor lugar para vivir Buenos Aires...,44753060,Mariano,,San Nicolas,-34.60646,-58.37751,Entire home/apt,2401,1,129,2020-01-16,8.68,1,112
29751216,"RECOLETA- 1BR/1,5BA
Brand new apartment 
Sleep 4",223814728,Maria De La Paz,,Recoleta,-34.59151,-58.39461,Entire home/apt,3241,2,70,2020-01-08,4.86,1,314
29752834,Puerto Madero exclusivo studio con parking privado,223827242,Pedro,,Puerto Madero,-34.61715,-58.35959,Entire home/apt,2521,3,18,2020-01-02,1.64,1,248
29753508,En la mejor ubicación de Palermo Chico,223834341,Patricia,,Palermo,-34.57964,-58.4077,Entire home/apt,2041,7,2,2019-01-07,0.15,1,0
29754016,"STUDIO, SUPER CONFORTABLE 
EN LAS CAÑITAS",150471058,Luz,,Palermo,-34.56563,-58.43261,Entire home/apt,1080,6,12,2020-01-07,0.84,1,341
29754677,"Loft en Palermo Hollywood c/cochera, piscina y Sum",223845986,Marcela,,Palermo,-34.58579,-58.43816,Entire home/apt,2461,1,84,2020-01-17,5.73,1,78
29755200,Luminoso departamento familiar en Recoleta,28252135,Martin,,Recoleta,-34.5939,-58.39977,Entire home/apt,2641,4,42,2020-01-04,2.92,1,157
29755560,Habitación Doble Estandar Avellaneda Aparts,223855671,Avellaneda Aparts & Suites,,Floresta,-34.62903,-58.48595,Private room,4141,1,1,2019-06-23,0.14,10,365
29756549,Habitación en departamento vintage en La Boca,196173378,Rodolfo,,Boca,-34.62898,-58.36005,Private room,1020,1,0,,,1,363
29756944,Habitación Privada en Residencia Prömmel,187910587,Andres,,Caballito,-34.60705,-58.45459,Private room,780,2,8,2019-06-29,0.55,1,89
29757405,Departamento en Palermo,81069089,Fabrizio,,Palermo,-34.59721,-58.42169,Entire home/apt,1200,3,3,2018-11-14,0.20,1,297
29757502,Elegance and Comfort in Palermo! Apartment 603,8961849,Stan,,Palermo,-34.58046,-58.42914,Entire home/apt,3181,2,15,2019-12-22,1.15,1,343
29757979,PALERMO Cañitas - With terrace & view,159468941,Patrice,,Palermo,-34.56832,-58.43164,Entire home/apt,3661,1,0,,,1,0
29758240,¡Home Sweet Home en San Telmo!,223041958,Laura,,Monserrat,-34.61403,-58.37287,Entire home/apt,2161,1,3,2019-01-14,0.23,1,0
29759821,habitación privada  chicas estudiantes brasileñas,159639293,Andres,,Villa Luro,-34.64162,-58.49781,Private room,600,2,0,,,4,357
29760352,Charm & Stylish 3 BDR in BELGRANO R,96082002,María,,Belgrano,-34.56639,-58.46213,Entire home/apt,4802,5,0,,,4,365
29761991,Departamento muy luminoso en Plaza San Martín,151098115,Juan Cruz,,Retiro,-34.59739,-58.37338,Entire home/apt,1681,1,35,2019-10-05,2.40,1,143
29762058,Cómodo y luminoso departamento en Almagro,58171700,Silvana,,Almagro,-34.59809,-58.41897,Entire home/apt,900,3,7,2019-01-21,0.49,1,0
29766166,Habitación privada cómoda y  Excelente ubicación -,137110672,Andrea,,Balvanera,-34.61479,-58.39874,Private room,1080,2,0,,,1,0
29771448,The best view of Palermo !,223989985,Ester,,Palermo,-34.58892,-58.412,Entire home/apt,4202,3,14,2020-01-09,0.99,1,334
29771578,Elegant apt. in the best area with the best view.,52402212,Ivone,,Retiro,-34.59255,-58.37715,Entire home/apt,2881,4,4,2019-01-29,0.28,1,62
29772069,"2Tu Lugar en San Telmo, Depto de 2 ambientes",108884946,Corina,,San Telmo,-34.61812,-58.37083,Entire home/apt,2161,1,4,2020-01-19,0.47,4,353
29773388,Hermoso departamento en el corazón de Palermo.,34908074,Florencia,,Palermo,-34.58646,-58.41395,Entire home/apt,1861,3,7,2019-09-17,1.18,1,256
29774465,Modern & Sunny Apartment in Palermo Hollywood,200823798,Luciano,,Palermo,-34.57798,-58.43532,Entire home/apt,3781,1,37,2019-11-14,2.93,2,161
29774468,Cosy Loft in the heart of the city,22639696,Sol,,Retiro,-34.59521,-58.38061,Entire home/apt,2101,15,0,,,5,365
29776625,Warm apartment in great location,112282985,Maria Elvira,,Recoleta,-34.58608,-58.40785,Entire home/apt,1741,3,11,2019-11-24,0.81,1,354
29777746,Peaceful house in BA,10857448,Gastón,,Almagro,-34.60125,-58.42727,Shared room,600,1,18,2020-01-06,1.25,12,90
29778122,Confortable and Quiet High Rise Apartment to Share,4084435,Francisco,,Caballito,-34.61995,-58.44403,Shared room,2701,1,0,,,1,365
29778214,Peaceful house in BA,10857448,Gastón,,Almagro,-34.59897,-58.42834,Shared room,600,1,20,2019-10-23,1.35,12,54
29778254,Apartment in Palermo Cañitas,90041791,Caro,,Palermo,-34.5747,-58.43003,Entire home/apt,3001,3,4,2019-04-01,0.28,1,179
29779220,Ventana al Obelisco- Microcentro,76003802,Alicia,,San Nicolas,-34.60302,-58.37902,Entire home/apt,1921,3,2,2018-12-18,0.14,5,296
29780766,Departamento Av Santa Fe y Aguero,54587144,Josefina,,Recoleta,-34.59333,-58.4085,Entire home/apt,2521,3,13,2020-01-03,0.90,1,178
29791765,Amplio y luminoso Monoambiente,142100393,Carolina,,Palermo,-34.5638,-58.43954,Entire home/apt,1501,3,35,2020-01-12,2.73,2,171
29792095,INCREÍBLE DEPARTAMENTO ENTERO CON TERRAZA PARA DOS,124248745,Flor,,Belgrano,-34.55227,-58.44821,Entire home/apt,2521,4,10,2019-09-26,0.68,2,245
29795198,Beautiful Apartment in Belgrano !!!,177737993,Gaston Y Maru,,Belgrano,-34.55823,-58.4593,Entire home/apt,1681,2,50,2020-01-01,3.50,1,31
29796140,Private Room in the Heart of Buenos Aires,96659169,Yael,,Constitucion,-34.61961,-58.38233,Private room,1200,1,8,2019-12-18,0.55,2,90
29796278,Hermoso apartamento en Palermo Hollywood,53743998,Consuelo,,Palermo,-34.57618,-58.44258,Entire home/apt,2281,2,1,2019-07-28,0.17,4,357
29797993,Lovely Apart in Recoleta with excellent location,224183752,Javier,,Recoleta,-34.58884,-58.40267,Entire home/apt,1801,2,69,2020-01-21,4.73,2,322
29797996,Excelente depto. en el corazón de Buenos Aires,73835588,Patricia Y Carlos,,Monserrat,-34.61093,-58.38853,Entire home/apt,1681,2,54,2020-01-06,3.68,1,149
29798350,Encantador escondite en Palermo.,33284206,Lucia,,Recoleta,-34.59464,-58.41294,Entire home/apt,2341,1,3,2018-12-26,0.21,1,358
29798648,Nuevo departamento con amenities en Palermo Queens,223038592,Iván,,Villa Crespo,-34.5964,-58.44101,Entire home/apt,2401,2,5,2019-01-23,0.34,1,178
29799090,Private Room in the heart of Bs As for singles,96659169,Yael,,Constitucion,-34.61982,-58.38391,Private room,1140,1,0,,,2,90
29800287,Chile & 9 de Julio - Centro,155248477,ApartsBA,,Monserrat,-34.61721,-58.38041,Entire home/apt,2221,3,1,2018-11-25,0.07,19,335
29800399,Habitación Cuádruple-  baño compartido,221873004,Urbano Hostal,,San Nicolas,-34.60671,-58.37582,Private room,3001,1,1,2018-11-26,0.07,8,361
29800853,Semipiso familiar en barrio elegante,47509610,Diego,,Palermo,-34.56574,-58.43146,Entire home/apt,2521,1,0,,,1,173
29801983,Cozy appartment in Palermo,49176333,Ana,,Palermo,-34.57471,-58.42278,Entire home/apt,2401,80,6,2018-11-26,0.41,1,365
29803518,"Lovely Apartment in Palermo, close to everything!",158074428,Patricio,,Recoleta,-34.59413,-58.4132,Entire home/apt,1080,3,5,2019-03-16,0.36,1,47
29803943,"Private Big Room & Bathroom with Balcony, Recoleta",69159978,Sofia,,Recoleta,-34.5934,-58.40663,Private room,1320,2,1,2018-11-23,0.07,2,178
29816317,Elegant apartment in Retiro - The best location,11256892,Facundo,,Retiro,-34.59834,-58.3737,Entire home/apt,3301,2,34,2020-01-05,2.32,27,272
29817131,BRAND NEW STUDIO II -FULLY EQUIPPED- ABASTO AREA,223647287,Flavio,,Balvanera,-34.60332,-58.40858,Entire home/apt,2821,1,2,2019-03-11,0.15,8,365
29817391,Apartament in Retiro neighborhood for 4 guest,224291130,Laikas,,Retiro,-34.59293,-58.37663,Entire home/apt,2701,3,23,2020-01-06,1.60,1,348
29817628,BRAND NEW STUDIO III -FULLY EQUIPPED- ABASTO AREA,223647287,Flavio,,Balvanera,-34.60187,-58.41003,Entire home/apt,2821,1,3,2019-08-04,0.22,8,365
29817749,BRAND NEW STUDIO IV -FULLY EQUIPPED- ABASTO AREA,223647287,Flavio,,Balvanera,-34.60206,-58.40933,Entire home/apt,2821,1,0,,,8,365
29818202,Stay at Best Palermo - USA Embassy - La Rural,18414576,Marla,,Palermo,-34.57635,-58.41907,Entire home/apt,2401,2,47,2020-01-08,3.22,2,81
29818594,(Website hidden by Airbnb) Q-Dpto. super cómodo p/ 3/4 pers,192764604,Verónica,,Villa Crespo,-34.59667,-58.44025,Entire home/apt,52159,1,23,2019-10-13,1.59,1,0
29818855,BRAND NEW STUDIO V -FULLY EQUIPPED- ABASTO AREA,223647287,Flavio,,Balvanera,-34.6033,-58.40883,Entire home/apt,2821,1,2,2019-04-21,0.15,8,365
29818976,Apartamento en Belgrano entero 7 huespedes,213126432,Blanca Beatriz,,Colegiales,-34.57225,-58.4441,Entire home/apt,6182,4,10,2020-01-02,0.77,1,178
29819328,BRAND NEW STUDIO VI -FULLY EQUIPPED-  ABASTO AREA,223647287,Flavio,,Balvanera,-34.60161,-58.41028,Entire home/apt,2821,1,14,2020-01-04,1.03,8,365
29819514,BRAND NEW STUDIO VII -FULLY EQUIPPED- ABASTO AREA,223647287,Flavio,,Balvanera,-34.60333,-58.41035,Entire home/apt,2821,1,0,,,8,365
29821718,BRAND NEW STUDIO VIII -FULLY EQUIPPED- ABASTO AREA,223647287,Flavio,,Balvanera,-34.60149,-58.4102,Entire home/apt,2821,1,0,,,8,365
29822601,Habitación amoblada en departamento tipo casa,4059836,Machiche,,Parque Patricios,-34.63536,-58.40725,Private room,600,7,1,2018-11-20,0.07,2,363
29822709,Excelente Departamento en el corazón de Palermo,8973473,Alan,,Palermo,-34.58633,-58.42017,Entire home/apt,1200,2,32,2020-01-08,2.28,1,352
29823229,Luminoso departamento en Núñez (ideal para dos),159722410,Facu,,Nuñez,-34.54717,-58.46735,Entire home/apt,780,2,14,2019-09-23,0.96,1,18
29823449,Beautifull house with swimming pool at Palermo!,224334540,Juan Manuel,,Palermo,-34.5826,-58.44268,Private room,540,60,0,,,1,108
29824026,O'Higgins Home - Bright Two Bedroom Apt with Pool,669759,Oasis,,Belgrano,-34.55312,-58.45777,Entire home/apt,5342,5,1,2019-11-16,0.43,45,294
29824622,APARTMENT FOR 3- PALERMO,4222364,Brian,,Palermo,-34.57408,-58.43187,Entire home/apt,2401,2,4,2019-04-01,0.28,12,277
29825333,Palermo Sunshine,370901,Rocio & Nicolas,,Palermo,-34.58294,-58.43279,Entire home/apt,3001,1,59,2020-01-02,4.04,2,303
29825442,DEPARTAMENTO 2 AMBIENTES EN BELGRANO,116216103,Rocio,,Nuñez,-34.55265,-58.46126,Entire home/apt,1140,1,23,2019-04-01,1.56,1,0
29825790,Recoleta. Alegre y confortable apt.,35802832,Pedro,,Recoleta,-34.59134,-58.38987,Entire home/apt,2101,7,3,2019-03-15,0.24,2,323
29825833,OPEN VIEW APARTMENT,9052034,Pablo,,Belgrano,-34.56568,-58.46547,Entire home/apt,2281,3,21,2020-01-08,1.50,1,353
29826842,"Habitación individual perfecto estado, en Palermo",112159149,Santiago,,Palermo,-34.59008,-58.41209,Private room,600,29,10,2019-04-25,0.70,1,77
29826972,Cozy Loft with great view in Las Cañitas Palermo,37492551,Pablo,,Palermo,-34.56908,-58.43125,Entire home/apt,3601,20,0,,,7,355
29827589,Stylish duplex in Caseros Boulevard | San Telmo,54752830,Miranda Y Abril,,San Telmo,-34.62583,-58.37116,Entire home/apt,2161,2,15,2020-01-20,2.11,1,180
29827999,Luminoso Studio con Pileta y Cochera s/c PALERMO,560338,Carlos,,Palermo,-34.57472,-58.44044,Entire home/apt,2101,2,11,2019-08-24,0.75,26,350
29828001,Apartamento luminoso y hermosa vista de la ciudad,224364151,Leonardo,,Villa Crespo,-34.60424,-58.45753,Entire home/apt,720,1,22,2019-03-31,1.55,1,0
29828189,Vintage Art Home,220715037,Pamela,,Villa Crespo,-34.60246,-58.43985,Entire home/apt,1801,5,4,2019-07-28,0.30,1,9
29829017,#Modern&Luxury in Belgrano,224373741,Martin,,Belgrano,-34.55644,-58.4524,Entire home/apt,3901,2,6,2019-09-10,0.45,1,247
29829713,"CASA MORA - Arte & Yoga -
Hab priv Nuñez  3",81434668,Juli,,Nuñez,-34.54167,-58.46564,Private room,900,2,7,2019-09-23,0.47,3,345
29829809,Cupo para mujer en Residencia Universitaria,166659500,Ayelén,,Villa Crespo,-34.60375,-58.45028,Shared room,360,30,0,,,1,0
29829959,Dpto Palermo soho,224379236,Natalia,,Palermo,-34.58872,-58.42426,Private room,720,1,0,,,1,0
29830385,Cozy Industrial Loft Hist. Building  San Telmo,171816523,Juan Y Gabriel,,Constitucion,-34.62411,-58.37712,Entire home/apt,1621,1,124,2020-01-17,8.51,2,260
29830683,"UNICO, BELGRANO... Frente  Embajada Alemania",13200394,Andrea,,Belgrano,-34.56245,-58.44183,Entire home/apt,2401,3,0,,,1,365
29830728,Buenos aires La Boca habitación privada,32681565,Nina,,Boca,-34.63916,-58.3602,Private room,1020,1,0,,,1,179
29842128,Loft amplio y luminoso en Villa Crespo,174192726,Fernanda,,Villa Crespo,-34.59889,-58.4346,Entire home/apt,1801,2,11,2020-01-21,1.73,1,60
29843082,Refaccionado y Cómodo en Buenos aires,39077376,Viva Baires,,Barracas,-34.64607,-58.37346,Entire home/apt,2221,7,1,2019-11-24,0.48,13,365
29845628,Bright and Modern Apartment in Palermo (Cañitas),21235383,Jorge,,Palermo,-34.5723,-58.43254,Entire home/apt,1921,5,5,2019-12-17,0.36,4,72
29847241,"Habitación individual, a una cuadra de Medicina",27343698,Alberto,,Recoleta,-34.59793,-58.39474,Private room,960,1,12,2019-11-07,1.09,1,364
29848233,Habitación en casa con encanto de Palermo.,224466212,Susy,,Palermo,-34.58146,-58.42618,Private room,1320,14,2,2019-02-09,0.15,1,365
29848646,Departamento dos ambientes,224489319,Luciano,,Villa Urquiza,-34.56568,-58.48669,Entire home/apt,1501,14,0,,,1,0
29849875,Altos de Lavalle,182268672,Mike,,Almagro,-34.5999,-58.41488,Private room,1501,2,7,2020-01-08,0.49,2,364
29850181,Sandra,185848765,Sandra,,Palermo,-34.5966,-58.42068,Private room,960,2,0,,,4,0
29850250,Rincón de luz,224323662,Ximena,,Parque Chacabuco,-34.64139,-58.43244,Private room,720,2,2,2019-01-31,0.15,1,357
29851481,Deluxe Minimal House!,224502638,Ale,,Chacarita,-34.59283,-58.45319,Entire home/apt,14285,4,2,2019-04-16,0.18,2,268
29852652,EXCLUSIVE 1 BEDROOM APARTMENT IN PALERMO,32973396,Fernando,,Palermo,-34.58791,-58.43954,Entire home/apt,6002,1,47,2019-11-14,3.25,8,338
29853307,DISCOUNT for TODAY Dúplex with terrace in Recoleta,97668328,Florencio,,Recoleta,-34.58721,-58.38606,Entire home/apt,7743,7,18,2020-01-02,1.23,1,329
29855776,EXCLUSIVO PUERTO MADERO YACHT,4139501,Graciela,,Puerto Madero,-34.60387,-58.36268,Entire home/apt,7203,2,45,2020-01-21,3.39,1,44
29857120,ACUNIA,19950495,Nacho,,Almagro,-34.60312,-58.42235,Private room,780,2,0,,,1,0
29857460,La casa de Rosa,224551219,Rosa,,Balvanera,-34.5987,-58.40517,Entire home/apt,1020,1,97,2020-01-21,6.61,1,160
29857895,Casa  con parrilla y terraza para  3,51965831,Lili,,Villa Devoto,-34.58946,-58.50988,Entire home/apt,1200,50,0,,,1,365
29858297,Great Views in the Best Area ⭐️⭐️⭐️⭐️⭐️,1875949,Diego,,Palermo,-34.57728,-58.40719,Entire home/apt,4802,4,2,2018-12-17,0.14,56,328
29858623,Apartment in the center of Puerto Madero,20366998,Juan,,Puerto Madero,-34.60503,-58.36399,Entire home/apt,9003,3,9,2020-01-03,0.62,1,82
29859543,Depto impecable en el corazón de Recoleta,224565238,Ramiro,,Recoleta,-34.58988,-58.3868,Entire home/apt,6002,7,0,,,1,365
